timestamp,date,hour,day_of_week,month,day,year,is_weekend,is_business_hours,is_peak_hours,is_night,is_festival,festival_name,is_campaign,traffic_load,cpu_usage,memory_usage,response_time,error_rate
2023-01-03 22:00:00,2023-01-03,22,1,1,3,2023,0,0,0,0,0,None,0,1442,64.53,66.57,238.58,0.758
2023-01-03 23:00:00,2023-01-03,23,1,1,3,2023,0,0,0,1,0,None,0,848,47.14,51.29,147.01,0.524
2023-01-04 00:00:00,2023-01-04,0,2,1,4,2023,0,0,0,1,0,None,0,270,28.35,40.28,112.12,0.224
2023-01-04 01:00:00,2023-01-04,1,2,1,4,2023,0,0,0,1,0,None,0,159,19.89,46.45,84.78,0.492
2023-01-04 02:00:00,2023-01-04,2,2,1,4,2023,0,0,0,1,0,None,0,176,29.12,40.1,84.57,0.597
2023-01-04 03:00:00,2023-01-04,3,2,1,4,2023,0,0,0,1,0,None,0,148,30.02,48.99,83.66,0.586
2023-01-04 04:00:00,2023-01-04,4,2,1,4,2023,0,0,0,1,0,None,0,152,25.27,37.47,103.42,0.378
2023-01-04 05:00:00,2023-01-04,5,2,1,4,2023,0,0,0,1,0,None,0,236,19.96,48.62,140.59,0.43
2023-01-04 06:00:00,2023-01-04,6,2,1,4,2023,0,0,0,0,0,None,0,418,33.49,48.43,126.57,0.555
2023-01-04 07:00:00,2023-01-04,7,2,1,4,2023,0,0,0,0,0,None,0,649,38.43,49.67,138.03,0.702
2023-01-04 08:00:00,2023-01-04,8,2,1,4,2023,0,0,0,0,0,None,0,1092,50.35,56.54,158.38,0.982
2023-01-04 09:00:00,2023-01-04,9,2,1,4,2023,0,1,0,0,0,None,0,1847,72.76,71.94,244.87,1.051
2023-01-04 10:00:00,2023-01-04,10,2,1,4,2023,0,1,0,0,0,None,0,1763,68.62,65.94,227.84,0.889
2023-01-04 11:00:00,2023-01-04,11,2,1,4,2023,0,1,0,0,0,None,0,1672,70.84,61.72,231.62,1.334
2023-01-04 12:00:00,2023-01-04,12,2,1,4,2023,0,1,1,0,0,None,0,2166,81.32,72.64,302.04,1.108
2023-01-04 13:00:00,2023-01-04,13,2,1,4,2023,0,1,1,0,0,None,0,1914,75.47,66.61,298.19,1.321
2023-01-04 14:00:00,2023-01-04,14,2,1,4,2023,0,1,0,0,0,None,0,1747,67.32,72.63,270.34,0.963
2023-01-04 15:00:00,2023-01-04,15,2,1,4,2023,0,1,0,0,0,None,0,1772,70.03,69.33,239.33,1.245
2023-01-04 16:00:00,2023-01-04,16,2,1,4,2023,0,1,0,0,0,None,0,1508,65.2,61.13,232.44,1.035
2023-01-04 17:00:00,2023-01-04,17,2,1,4,2023,0,1,0,0,0,None,0,1549,60.96,62.19,223.73,0.976
2023-01-04 18:00:00,2023-01-04,18,2,1,4,2023,0,1,0,0,0,None,0,2021,79.47,70.95,258.11,1.2
2023-01-04 19:00:00,2023-01-04,19,2,1,4,2023,0,0,1,0,0,None,0,1930,73.26,68.22,268.98,1.595
2023-01-04 20:00:00,2023-01-04,20,2,1,4,2023,0,0,1,0,0,None,0,2324,87.47,80.51,289.66,1.695
2023-01-04 21:00:00,2023-01-04,21,2,1,4,2023,0,0,1,0,0,None,0,2156,83.48,72.17,279.18,1.2
2023-01-04 22:00:00,2023-01-04,22,2,1,4,2023,0,0,0,0,0,None,0,1684,69.38,68.75,250.38,0.996
2023-01-04 23:00:00,2023-01-04,23,2,1,4,2023,0,0,0,1,0,None,0,793,41.67,56.72,181.8,0.801
2023-01-05 00:00:00,2023-01-05,0,3,1,5,2023,0,0,0,1,0,None,0,250,27.95,39.2,79.53,0.59
2023-01-05 01:00:00,2023-01-05,1,3,1,5,2023,0,0,0,1,0,None,0,181,28.08,39.2,87.26,0.462
2023-01-05 02:00:00,2023-01-05,2,3,1,5,2023,0,0,0,1,0,None,0,140,20.72,40.2,100.5,0.245
2023-01-05 03:00:00,2023-01-05,3,3,1,5,2023,0,0,0,1,0,None,0,149,24.68,50.29,102.8,0.366
2023-01-05 04:00:00,2023-01-05,4,3,1,5,2023,0,0,0,1,0,None,0,139,26.12,43.59,90.86,0.186
2023-01-05 05:00:00,2023-01-05,5,3,1,5,2023,0,0,0,1,0,None,0,210,26.9,38.64,83.22,0.383
2023-01-05 06:00:00,2023-01-05,6,3,1,5,2023,0,0,0,0,0,None,0,448,37.21,54.41,116.12,0.67
2023-01-05 07:00:00,2023-01-05,7,3,1,5,2023,0,0,0,0,0,None,0,708,45.9,49.8,124.63,0.446
2023-01-05 08:00:00,2023-01-05,8,3,1,5,2023,0,0,0,0,0,None,0,1049,58.36,50.64,202.28,0.778
2023-01-05 09:00:00,2023-01-05,9,3,1,5,2023,0,1,0,0,0,None,0,1432,64.15,69.56,223.14,0.886
2023-01-05 10:00:00,2023-01-05,10,3,1,5,2023,0,1,0,0,0,None,0,1833,76.55,68.0,258.2,0.92
2023-01-05 11:00:00,2023-01-05,11,3,1,5,2023,0,1,0,0,0,None,0,1648,77.16,63.8,245.83,1.273
2023-01-05 12:00:00,2023-01-05,12,3,1,5,2023,0,1,1,0,0,None,0,1985,78.67,69.99,273.56,0.917
2023-01-05 13:00:00,2023-01-05,13,3,1,5,2023,0,1,1,0,0,None,0,1656,68.39,78.39,243.83,0.835
2023-01-05 14:00:00,2023-01-05,14,3,1,5,2023,0,1,0,0,0,None,0,1654,71.82,61.99,233.99,1.113
2023-01-05 15:00:00,2023-01-05,15,3,1,5,2023,0,1,0,0,0,None,0,1507,67.78,65.39,229.9,0.998
2023-01-05 16:00:00,2023-01-05,16,3,1,5,2023,0,1,0,0,0,None,0,1420,65.47,64.02,234.12,0.755
2023-01-05 17:00:00,2023-01-05,17,3,1,5,2023,0,1,0,0,0,None,0,1657,72.88,70.97,248.12,1.158
2023-01-05 18:00:00,2023-01-05,18,3,1,5,2023,0,1,0,0,0,None,0,1984,78.38,70.16,304.34,1.124
2023-01-05 19:00:00,2023-01-05,19,3,1,5,2023,0,0,1,0,0,None,0,1839,76.21,65.15,251.25,1.281
2023-01-05 20:00:00,2023-01-05,20,3,1,5,2023,0,0,1,0,0,None,0,2108,83.7,72.62,308.21,1.391
2023-01-05 21:00:00,2023-01-05,21,3,1,5,2023,0,0,1,0,0,None,0,1806,78.93,72.61,275.79,0.989
2023-01-05 22:00:00,2023-01-05,22,3,1,5,2023,0,0,0,0,0,None,0,1685,67.7,58.9,259.82,1.069
2023-01-05 23:00:00,2023-01-05,23,3,1,5,2023,0,0,0,1,0,None,0,810,44.67,52.9,168.63,0.445
2023-01-06 00:00:00,2023-01-06,0,4,1,6,2023,0,0,0,1,0,None,0,311,27.93,45.88,109.44,0.237
2023-01-06 01:00:00,2023-01-06,1,4,1,6,2023,0,0,0,1,0,None,0,238,30.96,39.44,119.0,0.545
2023-01-06 02:00:00,2023-01-06,2,4,1,6,2023,0,0,0,1,0,None,0,183,19.95,44.04,88.68,0.314
2023-01-06 03:00:00,2023-01-06,3,4,1,6,2023,0,0,0,1,0,None,0,180,21.59,43.45,83.34,0.457
2023-01-06 04:00:00,2023-01-06,4,4,1,6,2023,0,0,0,1,0,None,0,188,25.72,39.84,81.92,0.545
2023-01-06 05:00:00,2023-01-06,5,4,1,6,2023,0,0,0,1,0,None,0,313,32.34,39.88,110.02,0.289
2023-01-06 06:00:00,2023-01-06,6,4,1,6,2023,0,0,0,0,0,None,0,612,39.31,58.82,143.53,1.23
2023-01-06 07:00:00,2023-01-06,7,4,1,6,2023,0,0,0,0,0,None,0,932,48.8,61.48,194.38,0.871
2023-01-06 08:00:00,2023-01-06,8,4,1,6,2023,0,0,0,0,0,None,0,1235,61.67,57.73,203.03,0.687
2023-01-06 09:00:00,2023-01-06,9,4,1,6,2023,0,1,0,0,0,None,0,2109,84.14,79.65,312.64,1.006
2023-01-06 10:00:00,2023-01-06,10,4,1,6,2023,0,1,0,0,0,None,0,1942,77.31,66.22,275.6,0.992
2023-01-06 11:00:00,2023-01-06,11,4,1,6,2023,0,1,0,0,0,None,0,2573,95.84,82.82,341.35,1.594
2023-01-06 12:00:00,2023-01-06,12,4,1,6,2023,0,1,1,0,0,None,0,2610,94.15,88.55,339.42,1.518
2023-01-06 13:00:00,2023-01-06,13,4,1,6,2023,0,1,1,0,0,None,0,2122,83.44,69.65,301.47,0.994
2023-01-06 14:00:00,2023-01-06,14,4,1,6,2023,0,1,0,0,0,None,0,1927,79.05,72.87,262.37,1.557
2023-01-06 15:00:00,2023-01-06,15,4,1,6,2023,0,1,0,0,0,None,0,2003,82.82,78.24,279.29,1.233
2023-01-06 16:00:00,2023-01-06,16,4,1,6,2023,0,1,0,0,0,None,0,1836,78.05,67.71,284.2,1.041
2023-01-06 17:00:00,2023-01-06,17,4,1,6,2023,0,1,0,0,0,None,0,1837,69.45,71.33,250.55,1.362
2023-01-06 18:00:00,2023-01-06,18,4,1,6,2023,0,1,0,0,0,None,0,2257,83.73,74.4,280.07,1.049
2023-01-06 19:00:00,2023-01-06,19,4,1,6,2023,0,0,1,0,0,None,0,2707,98.72,86.51,360.18,1.787
2023-01-06 20:00:00,2023-01-06,20,4,1,6,2023,0,0,1,0,0,None,0,2857,100.0,88.88,356.87,1.279
2023-01-06 21:00:00,2023-01-06,21,4,1,6,2023,0,0,1,0,0,None,0,2860,100.0,85.15,359.21,1.425
2023-01-06 22:00:00,2023-01-06,22,4,1,6,2023,0,0,0,0,0,None,0,1985,76.84,73.94,276.35,1.026
2023-01-06 23:00:00,2023-01-06,23,4,1,6,2023,0,0,0,1,0,None,0,990,53.48,58.71,180.39,0.787
2023-01-07 00:00:00,2023-01-07,0,5,1,7,2023,1,0,0,1,0,None,0,367,32.58,45.22,111.21,0.456
2023-01-07 01:00:00,2023-01-07,1,5,1,7,2023,1,0,0,1,0,None,0,277,30.38,53.61,91.51,0.27
2023-01-07 02:00:00,2023-01-07,2,5,1,7,2023,1,0,0,1,0,None,0,253,27.45,45.31,76.7,0.286
2023-01-07 03:00:00,2023-01-07,3,5,1,7,2023,1,0,0,1,0,None,0,223,24.06,39.22,110.25,0.359
2023-01-07 04:00:00,2023-01-07,4,5,1,7,2023,1,0,0,1,0,None,0,205,25.36,45.47,117.22,0.705
2023-01-07 05:00:00,2023-01-07,5,5,1,7,2023,1,0,0,1,0,None,0,344,28.34,37.07,123.18,0.416
2023-01-07 06:00:00,2023-01-07,6,5,1,7,2023,1,0,0,0,0,None,0,655,40.39,46.34,172.73,0.366
2023-01-07 07:00:00,2023-01-07,7,5,1,7,2023,1,0,0,0,0,None,0,976,45.18,52.46,155.9,0.679
2023-01-07 08:00:00,2023-01-07,8,5,1,7,2023,1,0,0,0,0,None,0,1719,78.52,68.98,265.05,1.132
2023-01-07 09:00:00,2023-01-07,9,5,1,7,2023,1,1,0,0,0,None,0,2483,95.49,82.91,342.06,1.803
2023-01-07 10:00:00,2023-01-07,10,5,1,7,2023,1,1,0,0,0,None,0,2958,100.0,93.71,394.49,1.377
2023-01-07 11:00:00,2023-01-07,11,5,1,7,2023,1,1,0,0,0,None,0,2663,99.07,89.18,344.58,1.391
2023-01-07 12:00:00,2023-01-07,12,5,1,7,2023,1,1,1,0,0,None,0,2991,100.0,91.36,387.76,1.819
2023-01-07 13:00:00,2023-01-07,13,5,1,7,2023,1,1,1,0,0,None,0,2677,95.52,83.35,328.16,1.175
2023-01-07 14:00:00,2023-01-07,14,5,1,7,2023,1,1,0,0,0,None,0,2524,99.85,82.77,329.22,1.321
2023-01-07 15:00:00,2023-01-07,15,5,1,7,2023,1,1,0,0,0,None,0,2606,100.0,83.39,371.71,1.543
2023-01-07 16:00:00,2023-01-07,16,5,1,7,2023,1,1,0,0,0,None,0,2723,100.0,81.73,329.3,1.498
2023-01-07 17:00:00,2023-01-07,17,5,1,7,2023,1,1,0,0,0,None,0,2026,77.4,77.05,284.73,1.217
2023-01-07 18:00:00,2023-01-07,18,5,1,7,2023,1,1,0,0,0,None,0,2555,93.37,80.82,350.64,1.276
2023-01-07 19:00:00,2023-01-07,19,5,1,7,2023,1,0,1,0,0,None,0,2896,100.0,88.39,340.53,2.089
2023-01-07 20:00:00,2023-01-07,20,5,1,7,2023,1,0,1,0,0,None,0,3047,100.0,88.95,409.47,1.366
2023-01-07 21:00:00,2023-01-07,21,5,1,7,2023,1,0,1,0,0,None,0,2786,100.0,87.29,362.75,1.446
2023-01-07 22:00:00,2023-01-07,22,5,1,7,2023,1,0,0,0,0,None,0,2574,97.38,87.3,336.42,1.158
2023-01-07 23:00:00,2023-01-07,23,5,1,7,2023,1,0,0,1,0,None,0,1219,57.89,64.4,205.82,0.704
2023-01-08 00:00:00,2023-01-08,0,6,1,8,2023,1,0,0,1,0,None,0,362,28.05,54.51,100.55,0.501
2023-01-08 01:00:00,2023-01-08,1,6,1,8,2023,1,0,0,1,0,None,0,303,34.78,46.04,133.64,0.661
2023-01-08 02:00:00,2023-01-08,2,6,1,8,2023,1,0,0,1,0,None,0,202,31.27,37.06,98.93,0.185
2023-01-08 03:00:00,2023-01-08,3,6,1,8,2023,1,0,0,1,0,None,0,201,29.5,41.09,94.56,0.486
2023-01-08 04:00:00,2023-01-08,4,6,1,8,2023,1,0,0,1,0,None,0,265,30.86,45.68,119.51,0.24
2023-01-08 05:00:00,2023-01-08,5,6,1,8,2023,1,0,0,1,0,None,0,333,31.26,50.72,113.83,0.692
2023-01-08 06:00:00,2023-01-08,6,6,1,8,2023,1,0,0,0,0,None,0,728,36.71,50.97,192.26,0.665
2023-01-08 07:00:00,2023-01-08,7,6,1,8,2023,1,0,0,0,0,None,0,917,43.42,51.63,185.73,0.722
2023-01-08 08:00:00,2023-01-08,8,6,1,8,2023,1,0,0,0,0,None,0,1663,70.58,64.06,249.18,0.905
2023-01-08 09:00:00,2023-01-08,9,6,1,8,2023,1,1,0,0,0,None,0,2206,81.28,68.84,280.92,1.59
2023-01-08 10:00:00,2023-01-08,10,6,1,8,2023,1,1,0,0,0,None,0,2966,100.0,87.45,379.88,1.742
2023-01-08 11:00:00,2023-01-08,11,6,1,8,2023,1,1,0,0,0,None,0,3101,100.0,87.12,390.49,1.447
2023-01-08 12:00:00,2023-01-08,12,6,1,8,2023,1,1,1,0,0,None,0,2537,92.51,80.37,324.78,1.54
2023-01-08 13:00:00,2023-01-08,13,6,1,8,2023,1,1,1,0,0,None,0,2690,100.0,85.25,345.72,1.234
2023-01-08 14:00:00,2023-01-08,14,6,1,8,2023,1,1,0,0,0,None,0,2570,92.13,85.88,317.51,1.38
2023-01-08 15:00:00,2023-01-08,15,6,1,8,2023,1,1,0,0,0,None,0,2521,94.52,80.26,324.54,1.442
2023-01-08 16:00:00,2023-01-08,16,6,1,8,2023,1,1,0,0,0,None,0,2531,93.75,85.46,334.03,1.424
2023-01-08 17:00:00,2023-01-08,17,6,1,8,2023,1,1,0,0,0,None,0,2465,100.0,83.19,328.33,1.255
2023-01-08 18:00:00,2023-01-08,18,6,1,8,2023,1,1,0,0,0,None,0,2745,100.0,82.91,346.38,1.201
2023-01-08 19:00:00,2023-01-08,19,6,1,8,2023,1,0,1,0,0,None,0,2937,100.0,85.76,355.35,1.308
2023-01-08 20:00:00,2023-01-08,20,6,1,8,2023,1,0,1,0,0,None,0,3093,100.0,92.28,380.49,1.389
2023-01-08 21:00:00,2023-01-08,21,6,1,8,2023,1,0,1,0,0,None,0,2567,100.0,77.0,349.64,1.152
2023-01-08 22:00:00,2023-01-08,22,6,1,8,2023,1,0,0,0,0,None,0,2445,92.43,81.02,343.44,1.358
2023-01-08 23:00:00,2023-01-08,23,6,1,8,2023,1,0,0,1,0,None,0,1190,58.97,62.14,216.51,0.655
2023-01-09 00:00:00,2023-01-09,0,0,1,9,2023,0,0,0,1,0,None,0,271,32.85,48.01,134.46,0.316
2023-01-09 01:00:00,2023-01-09,1,0,1,9,2023,0,0,0,1,0,None,0,197,21.01,39.28,113.69,0.294
2023-01-09 02:00:00,2023-01-09,2,0,1,9,2023,0,0,0,1,0,None,0,155,21.7,48.34,93.54,0.31
2023-01-09 03:00:00,2023-01-09,3,0,1,9,2023,0,0,0,1,0,None,0,123,19.19,35.45,84.87,0.375
2023-01-09 04:00:00,2023-01-09,4,0,1,9,2023,0,0,0,1,0,None,0,175,20.3,44.8,73.8,0.453
2023-01-09 05:00:00,2023-01-09,5,0,1,9,2023,0,0,0,1,0,None,0,232,30.58,44.63,100.32,0.295
2023-01-09 06:00:00,2023-01-09,6,0,1,9,2023,0,0,0,0,0,None,0,453,35.32,41.71,149.18,0.314
2023-01-09 07:00:00,2023-01-09,7,0,1,9,2023,0,0,0,0,0,None,0,681,41.23,49.73,174.96,0.47
2023-01-09 08:00:00,2023-01-09,8,0,1,9,2023,0,0,0,0,0,None,0,1261,56.99,65.55,213.72,0.912
2023-01-09 09:00:00,2023-01-09,9,0,1,9,2023,0,1,0,0,0,None,0,1369,66.14,61.16,241.77,0.691
2023-01-09 10:00:00,2023-01-09,10,0,1,9,2023,0,1,0,0,0,None,0,1707,65.57,68.78,238.72,0.909
2023-01-09 11:00:00,2023-01-09,11,0,1,9,2023,0,1,0,0,0,None,0,2010,77.35,78.04,283.4,1.018
2023-01-09 12:00:00,2023-01-09,12,0,1,9,2023,0,1,1,0,0,None,0,2042,89.53,75.66,271.71,0.97
2023-01-09 13:00:00,2023-01-09,13,0,1,9,2023,0,1,1,0,0,None,0,1851,72.21,81.54,266.07,1.178
2023-01-09 14:00:00,2023-01-09,14,0,1,9,2023,0,1,0,0,0,None,0,1637,67.51,64.93,235.5,1.399
2023-01-09 15:00:00,2023-01-09,15,0,1,9,2023,0,1,0,0,0,None,0,1456,65.54,62.31,244.09,0.826
2023-01-09 16:00:00,2023-01-09,16,0,1,9,2023,0,1,0,0,0,None,0,1372,65.02,67.08,208.76,1.706
2023-01-09 17:00:00,2023-01-09,17,0,1,9,2023,0,1,0,0,0,None,0,1419,60.55,63.24,243.73,1.137
2023-01-09 18:00:00,2023-01-09,18,0,1,9,2023,0,1,0,0,0,None,0,1912,76.82,70.31,253.07,1.341
2023-01-09 19:00:00,2023-01-09,19,0,1,9,2023,0,0,1,0,0,None,0,1910,80.42,68.81,277.53,0.869
2023-01-09 20:00:00,2023-01-09,20,0,1,9,2023,0,0,1,0,0,None,0,1946,72.54,76.94,268.93,1.161
2023-01-09 21:00:00,2023-01-09,21,0,1,9,2023,0,0,1,0,0,None,0,1992,83.45,74.92,278.78,1.647
2023-01-09 22:00:00,2023-01-09,22,0,1,9,2023,0,0,0,0,0,None,0,1553,65.39,62.38,227.15,0.773
2023-01-09 23:00:00,2023-01-09,23,0,1,9,2023,0,0,0,1,0,None,0,797,47.04,48.81,149.54,0.835
2023-01-10 00:00:00,2023-01-10,0,1,1,10,2023,0,0,0,1,0,None,0,254,25.42,45.77,125.94,0.55
